isrc,song_title,artist,spirit_songwriters,lum_us_streams_12mo,lum_us_ondemand_12mo,lum_radio_spins_12mo,lum_radio_audience_12mo,source_ok
QZWDE2429149,What It Looks Like,First Time Thieves,"Cale Dodds,Justin Halpin",8009,7772,0,0,yes
QM6P42480093,With You Now,Navos,Melodie Wagner,66950,66910,0,0,yes
QZWUY2400023,Heart Starts Healing,Brooke Lee,Brooke Lee,56267,54049,0,0,yes
USAT22402894,One Wish,Ravyn Lenae,Ely Rise,6132319,6113554,374,95100,yes
QZTAU2423118,222,blckatom,blckatom,92,92,0,0,yes
USUMV2402419,Time To Be Dead,HARDY,"David Garcia,Michael Hardy",3,3,0,0,yes
USUMV2500633,Psycho,HARDY,Michael Hardy,,,,,yes
USUMV2402424,Jim Bob,HARDY,"David Garcia,Michael Hardy",91,91,4335,2317400,yes
USWB12402977,Fight Like Hell,Warren Zeiders,Ryan Beaver,5940046,5595791,0,0,yes
USA5W2300669,Still Waters,Leanna Crawford,Justin Richards,62291488,56827456,43404,110567400,yes
USRC12402293,We Are God,Childish Gambino,Ely Rise,407900,405317,0,0,yes
GBUM72403865,Sweetness,Elmiene,Ely Rise,91174,85043,2,300,yes
USRC12402302,Survive Feat. Chloe,Childish Gambino,Ely Rise,1799975,1775842,9,37300,yes
USRC12402337,Steps Beach,Childish Gambino,Ely Rise,0,0,16,14000,yes
USRC12402298,Steps Beach,Childish Gambino,Ely Rise,2811274,2755324,16,14000,yes
USRC12402303,No Excuses,Childish Gambino,Ely Rise,1207796,1189548,7,26200,yes
USRC12402186,In The Night,Childish Gambino,Ely Rise,3003003,2991451,290,127800,yes
USRC12402339,Got To Be,Childish Gambino,Ely Rise,0,0,8,26900,yes
USRC12402297,Got To Be,Childish Gambino,Ely Rise,1011026,1003988,8,26900,yes
USRC12402299,Cruisin',Childish Gambino,Ely Rise,1460449,1453713,0,0,yes
USUMV2402172,Psycho,HARDY,Michael Hardy,7030,7030,1524,1054100,yes
QZTAT2440740,Impress Me,Angel Delrae,Angel Delrae,17,17,0,0,yes
QZTAS2483518,Don't Act Like That,Angel Delrae,Angel Delrae,18,18,0,0,yes
USQX92403339,Levels,Chenayder,Remy Gautreau,58802,57962,0,0,yes
QZQAY2415766,Guess Who,Black Caviar,Remy Gautreau,1269,1243,0,0,yes
QM6P42452809,Nights Like This,Sawyer Utah,Sawyer Utah,2433,2432,0,0,yes
USUG12402783,Time To Be Dead,HARDY,"David Garcia,Michael Hardy",53,53,0,0,yes
USUG12402764,Time To Be Dead,HARDY,"David Garcia,Michael Hardy",888868,855724,0,0,yes
USUG12402791,Psycho,HARDY,Michael Hardy,68,68,1524,1054100,yes
USUG12402790,Psycho,HARDY,Michael Hardy,491,491,1524,1054100,yes
USUG12402771,Psycho,HARDY,Michael Hardy,25486189,20381587,1524,1054100,yes
USUG12402760,Psycho,HARDY,Michael Hardy,1187907,1121245,1524,1054100,yes
USUG12402786,Jim Bob,HARDY,"David Garcia,Michael Hardy",161,161,4335,2317400,yes
USUG12402762,Jim Bob,HARDY,"David Garcia,Michael Hardy",25175609,23490088,4335,2317400,yes
QZTAS2423469,The One Who Got Away,Angel Delrae,Angel Delrae,24,24,0,0,yes
QMRSZ2400720,Ashes,Tim Montana,"Mike Fiorentino,Tim Montana",106569,96080,1,400,yes
QMRSZ2400726,Ain't Coming Down,Tim Montana,"Mike Fiorentino,Tim Montana",35118,33009,0,0,yes
QMRSZ2400728,Day By Day,Tim Montana,"Mike Fiorentino,Tim Montana",29689,27602,0,0,yes
QMRSZ2400724,Get You Some,Tim Montana,"Mike Fiorentino,Tim Montana",279554,132567,8,11600,yes
QMRSZ2400727,Lovely,Tim Montana,"Mike Fiorentino,Tim Montana",20839,20292,0,0,yes
QMRSZ2400723,Right Again,Tim Montana,"Jessica Cayne,Tim Montana",41625,39984,0,0,yes
USUG12402759,I Don't Miss,HARDY,David Garcia,1868105,1474212,0,0,yes
USUG12402758,Good Girl Phase,HARDY,David Garcia,1729177,1551617,0,0,yes
USUG12402767,Orphan,HARDY,David Garcia,1197479,1104841,0,0,yes
QZRD92405476,Tennessee Dream,Avery Roberson,Matthew Morrisey,387504,103008,0,0,yes
QZNWX2486094,Sensitive,Kyra Fields,Mira Housey,21472,21370,0,0,yes
USUMV2402258,Time To Be Dead,HARDY,"David Garcia,Michael Hardy",,,,,yes
USUMV2402416,Psycho,HARDY,Michael Hardy,40,40,1524,1054100,yes
USUG12403166,Dusk Till Dawn,Camylio,Camylio,602607,581600,0,0,yes
TCAIJ2481563,Last American Outlaw,Trey Gallman,Joe Bryson,5190,5176,0,0,yes
QZWDD2422686,Confetti,First Time Thieves,"Cale Dodds,Justin Halpin",245,244,0,0,yes
NLRD52406262,Can't Complain,Chase Behar,Shane Stevens,15930,15809,0,0,yes
QZEQU2401006,Good Again,Ryan Kinder,Cale Dodds,38949,35945,0,0,yes
US23A1580813,Let's Go Let's Go,Lenny Pey,"Cale Dodds,Joy Williams",6727,6725,0,0,yes
US23A1580811,Big Feelings,High Valley,Cale Dodds,30376,30359,0,0,yes
US23A1580808,Dream Up,Jaden Michaels,"Bobby Hamrick,Shane Stevens",11111,11050,0,0,yes
QM6N22468531,A Very Special Way,Peacemode,Joe Janiak,720,720,0,0,yes
QM6N22469305,Good Old Days,Peacemode,Joe Janiak,3012,3012,0,0,yes
QM4TX2410227,My Love (Is Like A Waterfall),Peacemode,Joe Janiak,213137,212707,0,0,yes
QM6MZ2408446,"Oh, You Pretty People!",Peacemode,Joe Janiak,11680,10952,0,0,yes
USAT22402895,Dream Girl,Ravyn Lenae,Ely Rise,2127717,2114318,0,0,yes
QZQAY2487382,Red,Kiah Victoria,Autumn Rowe,3424,3411,0,0,yes
QZNWY2451558,Famous (Look Back At It),Angel Delrae,Angel Delrae,20,20,0,0,yes
QZNWX2489845,Sicka Love,Angel Delrae,Angel Delrae,17,17,0,0,yes
QM6N22471458,Texas,Sawyer Utah,Sawyer Utah,41460,41353,0,0,yes
QZWH32400202,He Carries Me,Halle Kearns,"Jessica Cayne,Justin Richards",2149,2136,0,0,yes
USUM72405724,Bad Guy,Priscilla Block,David Garcia,2273629,1718991,4,3000,yes
USUM72405723,Hell Out Of A Hometown,Priscilla Block,David Garcia,461976,324674,0,0,yes
QZNB82404673,Dive Bar Baby,Ashlie Amber,"Jessica Cayne,Shane Stevens",1282,1277,0,0,yes
QMRSZ2400722,Shut Me Out,Tim Montana,Tim Montana,393751,215875,0,0,yes
QZNJV2403351,Love Letter,Connor McCutcheon,Connor McCutcheon,20082,19842,0,0,yes
USUYG1548663,Liquor Talkin',Don Louis,Cale Dodds,6338988,6089080,0,0,yes
QZNJV2403352,Top Of The Hill,Connor McCutcheon,"Brent Anderson,Connor McCutcheon",7664,7519,0,0,yes
QZNJV2403350,Whiskey's Already Workin',Connor McCutcheon,"Brent Anderson,Connor McCutcheon",9440,9390,0,0,yes
GXD7G2390633,Barcelona,Alan Walker,Nick Gale,1636722,1412960,0,0,yes
QZMEP2497725,Bitter Taste,Luca Lowe,Timothy Prater,455,455,0,0,yes
USUMV2402031,Psycho,HARDY,Michael Hardy,,,,,yes
DES232400210,Sleep Talking,Beyond,Melodie Wagner,454013,451992,0,0,yes
CA5KR2463706,Don't Speak,Marshmello,Nick Gale,590138,577526,0,0,yes
QZTRX2458477,Look So Easy,First Time Thieves,"Cale Dodds,Justin Halpin",149,148,0,0,yes
USUYG1546294,Wildflowers,SOPHIA SCOTT,Shane Stevens,218455,104502,3,500,yes
DEE862400819,Ride Or Die,Declan J Donovan,Jordan Cosmo,143296,137474,0,0,yes
QZRD92405212,You Get Me,LECADE,LECADE,2144286,1735607,0,0,yes
QMRSZ2400903,Pour Decisions,Ryan and Rory,Remy Gautreau,630387,301380,3,200,yes
USUM72405382,Take Too Much,Vincent Mason,Bobby Hamrick,1062662,1009133,0,0,yes
QZEQU2400657,Overdoing Getting Over Me,Smithfield,Adam Wood,20654,20373,0,0,yes
QZEQU2400656,Last Call Summer,Smithfield,Adam Wood,10698,10447,0,0,yes
QZEQU2400655,Hell's A Heartbreak,Smithfield,Adam Wood,13666,13536,0,0,yes
USA2P2403322,On The Fence,Gowa Gibbs,"Jessica Cayne,Matthew Morrisey",495580,481724,0,0,yes
GBUM72402512,Sweetness,Elmiene,Ely Rise,9551010,6970305,2,300,yes
QZTLA2448573,Turquoise,Joseph of Mercury,Joseph of Mercury,1071,1037,0,0,yes
GBUM72401588,1:05,CHINCHILLA,Jordan Cosmo,1223652,1177708,0,0,yes
USUMV2401752,Psycho,HARDY,Michael Hardy,28278,28278,1524,1054100,yes
SGW502497634,Love War,Fiaa Hamilton,Jordan Cosmo,1062,1061,0,0,yes
GBUM72402507,Mountains,Jonas Blue,Jordan Cosmo,1496228,1460272,0,0,yes
QM24S2402476,Interlude / The Light,The Ready Set,RYON,7070,7026,0,0,yes
USQX92304263,Cab In A Solo,Scotty McCreery,"Brent Anderson,Frank Rogers",14785733,12591403,11938,20148100,yes
QZRD92303067,See You Next Summer,Brian Kelley,"David Garcia,Michael Hardy",3,3,177,120500,yes
QZRD92302981,See You Next Summer,Brian Kelley,"David Garcia,Michael Hardy",2023811,1815509,177,120500,yes
QZTRX2453744,Hey Hey Mama,Joe Bryson,Joe Bryson,63070,63057,0,0,yes
QZEQU2400825,Family Tree,Ryan Kinder,"Cale Dodds,Justin Halpin",18221,16568,0,0,yes
USUM72403823,Somebody's Child,Blessing Offor,Joy Williams,813115,726710,15,86400,yes
QZMZ92414742,Slow It Down,Dan Smalley,"Frank Rogers,Tyler Reeve",5595,5501,0,0,yes
USQX92306500,Little More Gone,Scotty McCreery,"Bobby Hamrick,Brent Anderson,Derek George,Frank Rogers,Jeremy Bussey,Monty Criswell",172399,155444,1,2300,yes
USQX92306497,Fall of Summer,Scotty McCreery,"Brent Anderson,Derek George,Frank Rogers,Monty Criswell",5110696,4248120,3894,13645400,yes
USQX92306507,Lonely Ain't Lonely,Scotty McCreery,"Bobby Hamrick,Brent Anderson,Derek George,Frank Rogers,Jeremy Bussey,Monty Criswell",155694,147886,2,4100,yes
USQX92306503,Can't Pass The Bar,Scotty McCreery,"Brent Anderson,Cale Dodds,Frank Rogers",1329904,686953,61,22600,yes
USUG12401826,Runnin' Out Of Time,Sidewalk Prophets,David Garcia,626364,596568,0,0,yes
QZPEW2428032,Thrill,Sydney Ross Mitchell,Hunter Madrid,173216,173083,0,0,yes
QZMEN2445011,Let Them Horses Run,The Kruse Brothers,"Jessica Cayne,Matthew Morrisey",61545,60817,0,0,yes
QZZVQ2400059,Miles On It,Marshmello,Nick Gale,171263636,132654697,152367,345471100,yes
GBJAJ2400531,I Choose You,Chaney,Jordan Cosmo,152203,146878,0,0,yes
USUM72403433,Radio Silent,August Ponthier,Remy Gautreau,20686,20359,0,0,yes
DKUM72400183,Cheat Code,Lukas Graham,"Autumn Rowe,Shane Stevens",294211,281109,320,36500,yes
USCRB2400022,Burn My Summer,Kelsey Hart,Ryan Beaver,1333963,810335,0,0,yes
QZMZ92400970,Hangover,Connor McCutcheon,"Bobby Hamrick,Brent Anderson,Connor McCutcheon",4733,4620,0,0,yes
GBWUL2447492,Sound Of The Spotlight,First Time Thieves,"Cale Dodds,Erik Belz,Justin Halpin,Patrick Ridgen",158,156,0,0,yes
QZK6Q2412960,Cuidado,Sophia Treadway,Autumn Rowe,335,335,0,0,yes
ES75E2404085,If You Don't Mind - Acoustic Version - Slowed Down,Marc Tinez,Marc Tinez,3,3,0,0,yes
ES75E2404083,If You Don't Mind - Sped Up,Marc Tinez,Marc Tinez,0,0,0,0,yes
ES75E2404086,If You Don't Mind - Acoustic Version,Marc Tinez,Marc Tinez,0,0,0,0,yes
ES75E2404084,If You Don't Mind,Marc Tinez,Marc Tinez,0,0,0,0,yes
UKW8X2400004,All The Time,Natalie Shay,Jordan Cosmo,564,563,0,0,yes
QZK6L2407965,Minutes With You,Jake Clark,Mira Housey,161491,161379,0,0,yes
QZHNA2461016,Gutter,Sarah Cothran,Jessica Cayne,38865,38538,0,0,yes
QZPEW2433690,Break Season,Mira Housey,Mira Housey,24161,24160,0,0,yes
USA2B2400127,Breathe,Blunt Chunks,Joseph of Mercury,522,522,0,0,yes
QZUCN2201638,Oh Lord,Chapter & Verse,Autumn Rowe,496,487,0,0,yes
QZEQU2400433,Nobody's Favorite,Brinley Addington,"Brinley Addington,Ryan Beaver",2740,2317,0,0,yes
QMRSZ2302766,215634,Elvie Shane,Adam Wood,41121,32895,0,0,yes
QMRSZ2302768,First Place,Elvie Shane,Adam Wood,80233,72874,0,0,yes
GBWUL2404622,Hands Are Tied,Steele Fountain,Jessica Cayne,93,93,0,0,yes
QZGLM2423501,Two Truths And A Lie,Connor McCutcheon,"Brent Anderson,Connor McCutcheon,Jeremy Bussey",5279,5218,0,0,yes
USUYG1537761,Tequila on the Rocks,Chase Bryant,Ryan Beaver,1365,1363,0,0,yes
US38Y2406408,Waiting For You,See You Next Year,Hamish,10963,10910,0,0,yes
US38Y2406403,I Tried,See You Next Year,Hamish,7918,7902,0,0,yes
US38Y2406400,Cesspool,See You Next Year,Hamish,9879,9877,0,0,yes
US38Y2406404,Cannot Forget,See You Next Year,Hamish,33932,33928,0,0,yes
US38Y2406388,Bob Dylan Bus,See You Next Year,Hamish,86703,86697,0,0,yes
QZGLS2499850,Make You Look,DEE/MA,Remy Gautreau,4195,4195,0,0,yes
CA5KR2440516,Price Going Up,Black Caviar,Remy Gautreau,25078,25059,0,0,yes
CA5KR2432467,Ramen Noodles,Black Caviar,Remy Gautreau,3418,3363,0,0,yes
GBRKQ2451994,Better Everyday,First Time Thieves,"Cale Dodds,Justin Halpin",490,490,0,0,yes
USQX92306506,Red Letter Blueprint,Scotty McCreery,"Brent Anderson,Derek George,Jeremy Bussey,Monty Criswell",812504,734099,25,29500,yes
USWB12306453,Take Her Home,Kenny Chesney,Michael Hardy,8319751,6962508,11238,28144400,yes
QZQAY2461361,Sugar,Joseph of Mercury,"JJ Scheff,Joseph of Mercury",4601,752,0,0,yes
QZHN72480872,Last Laugh,Angel Delrae,Angel Delrae,17,17,0,0,yes
USME32300509,Kindred Friend,The Black Crowes,"Chris Robinson,Rich Robinson",61308,59841,5,8000,yes
USME32300508,Follow The Moon,The Black Crowes,"Chris Robinson,Rich Robinson",296379,159092,2,6400,yes
USME32300507,Flesh Wound,The Black Crowes,"Chris Robinson,Rich Robinson",74613,73008,2,7400,yes
USME32300506,Bleed It Dry,The Black Crowes,"Chris Robinson,Rich Robinson",101451,92303,7,15300,yes
USME32300505,Dirty Cold Sun,The Black Crowes,"Chris Robinson,Rich Robinson",133643,117928,13,56100,yes
USME32300504,Wilted Rose (feat. Lainey Wilson),The Black Crowes,"Chris Robinson,Rich Robinson",308402,296603,129,110700,yes
USME32300502,Cross Your Fingers,The Black Crowes,"Chris Robinson,Rich Robinson",156700,150803,3,19100,yes
USME32300501,Rats and Clowns,The Black Crowes,"Chris Robinson,Rich Robinson",164413,157952,3,18700,yes
USME32300500,Bedside Manners,The Black Crowes,"Chris Robinson,Rich Robinson",141268,137508,17,30000,yes
GBRKQ2451913,It's Time,First Time Thieves,"Cale Dodds,Justin Halpin",5517,1543,0,0,yes
USUM72311168,Shame,Dahi,Ely Rise,571686,524481,0,0,yes
KRMIM2420154,I'm Ready,Chung Ha,Nick Gale,1072027,1053193,0,0,yes
USUM72400066,What Angels Do,Luke Grimes,Ryan Beaver,301469,278970,0,0,yes
QZ5AB2469336,Just Like That,Connor McCutcheon,"Cale Dodds,Chizzy,Connor McCutcheon",5469,5307,0,0,yes
USUMV2400748,I Wrote The Book,Morgan Wallen,Michael Hardy,96,96,144,165500,yes
GBARL2400085,Nicotine Patch,Tim Gallagher,"Joy Williams,Matthew Morrisey",41289,39623,0,0,yes
QZVX62400001,Slow Dance,Scotty McCreery,"Brent Anderson,Derek George,Monty Criswell",20933,20422,0,0,yes
QZFZ72401561,Waiting My Whole Life For This,Black Caviar,Remy Gautreau,52592,52574,0,0,yes
QZPEW2405441,Talk Too Much,Mira Housey,Mira Housey,1182,1182,0,0,yes
QZPEW2405862,Superblue,Sydney Ross Mitchell,Hunter Madrid,552196,551811,0,0,yes
NLZ542400071,Obsessed,Millean.,Melodie Wagner,9303,9301,2,400,yes
CA5KR2420427,Stick Up,Black Caviar,Remy Gautreau,2078,2064,0,0,yes
USWB12400602,Happy Hurts Sometimes,Warren Zeiders,Ryan Beaver,5111284,4407874,0,0,yes
USUM72401058,Good On You,Priscilla Block,David Garcia,5103404,4208001,145,178600,yes
QZFZ72462095,Don't Break Itself,Clayton Mullen,"Cale Dodds,Justin Halpin",77215,74266,0,0,yes
TCAHX2453085,Hold Your Horses,Michael Rotundo,Cale Dodds,74911,74482,0,0,yes
USCGH2488207,If It Ain't You,Joe Wodarek & 51 South,Josh Dunne,91,91,0,0,yes
USCGH2488206,Alright Right Now,Joe Wodarek & 51 South,Josh Dunne,332,332,0,0,yes
GBARL2400043,Life Story,Prinz,Nick Gale,379541,365204,0,0,yes
UKN8A2400001,Red Handed,Loud Liars,Jordan Cosmo,713,713,0,0,yes
QZFZ42435590,One Last Time,Sawyer Utah,Sawyer Utah,137950,137905,0,0,yes
QZFZ42490093,You Left Me,Riley Taylor,Justin Halpin,13971,13887,0,0,yes
QZQAY2436257,True Love,Joseph of Mercury,Joseph of Mercury,1052,1052,0,0,yes
ES75E2400268,Nube,Marc Tinez,Marc Tinez,13,13,0,0,yes
USRN12000044,Double Down,Chris Young,"Derek George,Monty Criswell,Tyler Reeve",195014,179614,1,0,yes
USAT22400334,Praise The Lord,Breland,"David Garcia,Michael Hardy",11300,11272,105,280800,yes
DGA0M2353745,Unplug the Jug,Josh Abbott Band,Ryan Beaver,20053,17068,0,0,yes
QZRD92304373,Bed We Made,LECADE,LECADE,1347020,1086588,2,200,yes
QZTLA2475963,Reaper,Joseph of Mercury,Joseph of Mercury,1228,1228,0,0,yes
QZS632234149,Halo,Remedy Club,Melodie Wagner,12392,12370,0,0,yes
USAR12300480,Dopamine,Zach Hood,Camylio,343242,337222,0,0,yes
ES75E2308547,Nada Me Vale,Marc Tinez,Marc Tinez,183,183,0,0,yes
USME32300503,Wanting and Waiting,The Black Crowes,"Chris Robinson,Rich Robinson",1203753,1006519,2517,9635100,yes
QZWFN2341353,Nice Things,SZNS,Chizzy,3076,3076,0,0,yes
TCAHQ2331088,Heaven Is A Small Town,Emily Faith,Justin Richards,47967,47704,5,15000,yes
QMMF72300002,Y'all All Nighters,Kyle Park,"Brinley Addington,Ryan Beaver",70755,26226,0,0,yes
KRA252400050,Back In Love,Sam Ryder,Nick Gale,25898,25815,0,0,yes
QZFYZ2423515,Nobody Else,Angel Delrae,Angel Delrae,0,0,0,0,yes
UK54A2300242,Come Back As A Country Boy,The Cat and Owl,Michael Hardy,430,430,0,0,yes
ES75E2307122,Under Your Control,Marc Tinez,Marc Tinez,202,202,0,0,yes
QMX232348316,Praise The Lord,Breland,"David Garcia,Michael Hardy",,,,,yes
USUM72312769,Desire,Timbaland,Hamish,34298,33232,0,0,yes
QZWUY2300016,Act Like You've Been Here Before,Brooke Lee,"Adam Wood,Bobby Hamrick,Brooke Lee,Derek George",32082,31730,0,0,yes
QZWUY2300015,Praying In Bars,Brooke Lee,"Brinley Addington,Brooke Lee",26000,25022,0,0,yes
CA74P2300049,Good Nights,Jess Moskaluke,"Cale Dodds,Justin Halpin",8580,8410,0,0,yes
ITB002301343,Off My Face,Maneskin,Nick Gale,5718190,4883597,0,0,yes
USRC12302939,Fancy Like Christmas,Walker Hayes,Shane Stevens,5012936,4529624,0,0,yes
BEIW12300474,Let You Go,Syn Cole,Jordan Cosmo,11033,11016,0,0,yes
QMDA62390338,For My Good,Maverick City Music,Melodie Wagner,6097043,5174261,2,0,yes
USUG12208658,Stockholm,sunnytheduo,Melodie Wagner,9562,9294,0,0,yes
QZWUY2300014,I've Been Thinking,Brooke Lee,"Brinley Addington,Brooke Lee",123122,121851,0,0,yes
QM24S2307063,Rain,Jesse Boykins III,Hamish,9084,8986,0,0,yes
USQX92305047,Feel Like The Holidays,Scotty McCreery,"Bobby Hamrick,Derek George,Frank Rogers,Jeremy Bussey,Monty Criswell",2314237,1197655,885,2432100,yes
QZTB42308753,Close To You,Marley Moon,Hamish,38,38,0,0,yes
QZTB42308752,Sister,Marley Moon,Hamish,27,27,0,0,yes
QZRD92304031,See You Next Summer,Brian Kelley,"David Garcia,Michael Hardy",384,384,177,120500,yes
QZWUY2300013,To Know You,Brooke Lee,Brooke Lee,29799,28968,0,0,yes
USUG12307030,Better Love,Camylio,Camylio,177542,115554,0,0,yes
GBAHS2301133,S.I.N.G.L.E,Say Now,Nick Gale,602691,546857,0,0,yes
QZA7T1700199,18,Jordana Bryant,Matthew Morrisey,28852,27644,0,0,yes
QZYG82300029,Looking at Her,Old Hickory,Ryan Beaver,12700,12620,0,0,yes
QZRD92303982,See You Next Summer,Brian Kelley,"David Garcia,Michael Hardy",0,0,177,120500,yes
QZWDE2357271,Loved You Most,Joe Bryson,Joe Bryson,1934,1934,0,0,yes
QZWDE2357119,Gettin' By on Gettin' By,Joe Bryson,Joe Bryson,1748,1745,0,0,yes
USQX92401543,The Whiskey's Gone,Alli Walker,Jessica Cayne,279235,270164,0,0,yes
QZD5H2000471,I Thought U Were Different,Amindi,Hamish,14894,13714,0,0,yes
QZD5H2000464,Dopamine,Amindi,Hamish,35956,35820,0,0,yes
QZRD92303879,See You Next Summer,Brian Kelley,"David Garcia,Michael Hardy",,,,,yes
QMK2P2000002,At The Party,Rosey,David Ryan Harris,73,72,0,0,yes
UKN8A2300001,Taking Control,Loud Liars,Jordan Cosmo,4011,4011,0,0,yes
USQX92305154,Other Boys,Marshmello,Nick Gale,4683216,2556228,0,0,yes
USUG12307215,Back Then Right Now,Tyler Hubbard,David Garcia,23971061,20295226,59333,113091200,yes
USB762302543,You Made Your Bed,Erin Gibney,Mike Fiorentino,14254,14244,0,0,yes
OZWUY2300011,Head In The Clouds,Brooke Lee,"Brooke Lee,Jessica Cayne",115661,110742,0,0,yes
OZWUY2300010,Match Made In Hell,Brooke Lee,"Brooke Lee,Dave Cohen,Tyler Reeve",14638,14291,0,0,yes
QZ22S2300154,Two Beer Plan,Larry Fleet,Ryan Beaver,473010,392216,0,0,yes
QMRSZ2301186,Devil You Know,Tim Montana,"Mike Fiorentino,Tim Montana",1435756,1231655,502,838400,yes
QZS7J2366590,'Til She's Gone,Tayler Holder,Connor McCutcheon,174895,162369,0,0,yes
DGA072316491,Let Go,Here At Last,Jordan Cosmo,9383,9140,0,0,yes
QZNJX2398691,Keep These Flowers,Connor McCutcheon,Connor McCutcheon,6915,6914,0,0,yes
NLE712300462,Light On,Markus Schulz,Jordan Cosmo,9683,9681,0,0,yes
USWB12301529,Cowboys Ride Away,Warren Zeiders,Ryan Beaver,635696,588659,0,0,yes
USWB12301523,Black and Blue,Warren Zeiders,Ryan Beaver,767149,723110,0,0,yes
CBA7F2300015,11 Beers,The Reklaws,Michael Hardy,1116,1055,0,0,yes
USUG12306306,Heartache Blues,Midwxst,Hunter Madrid,6,6,0,0,yes
USUG12306315,Heartache Blues,Midwxst,Hunter Madrid,0,0,0,0,yes
USUG12305046,Heartache Blues,Midwxst,Hunter Madrid,103715,102862,0,0,yes
USUG12305055,Heartache Blues,Midwxst,Hunter Madrid,2128,2125,0,0,yes
USUMV2302232,Something Real,Dierks Bentley,Michael Hardy,1165,1165,34,7100,yes
QZTRX2324492,You Go FIrst,Alex Angelo,Sawyer Utah,8141,8141,0,0,yes
USQX92303738,Sunday,347aidan,Hamish,183707,174267,0,0,yes
CA5KR2354377,Violet Sky,Codeko,Jordan Cosmo,67388,66986,0,0,yes
USUM72309224,Heart They Didn't Break,Maddie & Tae,Ryan Beaver,5153686,3767963,106,27500,yes
QM6P42354207,Tell It To The Whiskey,Chris Colston,Josh Dunne,8371,8123,0,0,yes
US23A1564477,This Is My Home,Mickey Guyton,Cale Dodds,28245,27687,0,0,yes
US23A1564476,I'm So Happy,Cale Dodds,Cale Dodds,9898,9869,0,0,yes
QZPEW2452914,Strangers,Daniel Munozz,Hunter Madrid,449596,449460,0,0,yes
QZWUY2300008,Live For Days,Cale Dodds,"Cale Dodds,Mike Fiorentino",2402,2349,0,0,yes
US23A1564475,Shake Ya Boots,RaeLynn,"Bobby Hamrick,Joy Williams",16425,16424,0,0,yes
QMRSZ2300364,Church,Jelly Roll,"David Garcia,Michael Hardy",3337659,3229995,4,52400,yes
QMRSZ2301045,Church,Jelly Roll,"David Garcia,Michael Hardy",102,102,4,52400,yes
QMRSZ2300352,Church,Jelly Roll,"David Garcia,Michael Hardy",5599692,4148748,4,52400,yes
QZRD92303220,See You Next Summer,Brian Kelley,"David Garcia,Michael Hardy",92,92,177,120500,yes
QZEQU2300558,Gave It Up,LECADE,LECADE,2578168,2523418,0,0,yes
QM24S2302841,Same,Troy Cartwright,"Derek George,Monty Criswell",40619,40299,0,0,yes
QZMZ92328577,Hamms In A Glass,Winona Fighter,Justin Richards,110319,110171,11,13000,yes
US6XF2200576,Mine For The Summer,Jameson Rodgers,Brent Anderson,493861,408485,3,0,yes
QMRSZ2202737,I Hate Cowboys,Chase Rice,Michael Hardy,89365,88682,0,0,yes
QMX232319730,Hate My Heart,Carrie Underwood,"David Garcia,Michael Hardy",,,,,yes
QZ9H32300016,Delusional World Champion,Jean Dawson,Hamish,416720,415717,2,8300,yes
GX3Q92390765,B.O.O.T.Y,Digital Farm Animals,Nick Gale,2234,2197,0,0,yes
USWB12200179,Stereotype,Cole Swindell,Michael Hardy,4696727,3052172,109,0,yes
USWB12001284,Single Saturday Night,Cole Swindell,Michael Hardy,30134861,21978140,62231,146020600,yes
USWB12200187,Girl Goes Crazy,Cole Swindell,Michael Hardy,479433,405520,0,0,yes
USWB12200180,Every Beer,Cole Swindell,Michael Hardy,358424,325951,0,0,yes
USWB12300061,Drinkaby,Cole Swindell,Michael Hardy,11829640,9622375,2935,4483100,yes
USWB12200184,Down To The Bar,Cole Swindell,Michael Hardy,867387,854784,1,0,yes
QZRD92303099,Heaven By Then,Brantley Gilbert,Michael Hardy,5249,5249,455,894800,yes
QZN882321504,The Rounds,Angelo Mota,Hamish,4953,4953,0,0,yes
GBGLW2300286,Little Girl Gone,CHINCHILLA,Jordan Cosmo,35379942,33744728,0,0,yes
QZRD92201249,Rolex On A Redneck,Brantley Gilbert,Michael Hardy,27054020,18396554,2,2800,yes
QZRD92202226,Heaven By Then,Brantley Gilbert,Michael Hardy,99,99,455,894800,yes
QMX232316306,Praise The Lord,Breland,"David Garcia,Michael Hardy",,,,,yes
QZRD92100492,Always Gonna Love You,Florida Georgia Line,Michael Hardy,128898,128600,0,0,yes
USUM72305098,Curious,Shenseea,Angel Delrae,530352,493604,2,11600,yes
QM6MZ2289640,Magic,Carolina Story,Adam Chaffins,1079,1047,0,0,yes
USUMV2301336,Hate My Heart,Carrie Underwood,"David Garcia,Michael Hardy",535,535,359,169600,yes
SGB502334289,One More Party,Lex Gibbon,Jordan Cosmo,1199,1199,0,0,yes
USLZJ2328242,Down to the Filter,Joe Bryson,Joe Bryson,104007,103864,0,0,yes
USAT22304489,One & Only,Oliver Tree,Nick Gale,7548000,7229021,0,0,yes
DEUM72300559,Number 1,Nico Santos,"Nick Gale,Sara Boe",58941,55254,0,0,yes
USUG12209214,Tennessee Fan,Morgan Wallen,Michael Hardy,29764475,27517296,261,505800,yes
USUG12209217,Tennessee Fan,Morgan Wallen,Michael Hardy,807,807,261,505800,yes
USUG12300838,Born With A Beer In My Hand,Morgan Wallen,Michael Hardy,505,505,10,58400,yes
